country_code,year,tot_views,richness,exp_shannon,inv_simpson,lex_div_q_0,lex_div_q_1,lex_div_q_2
AF,2017,279765000,82,1.2932934928766937,1.1128701373353271,1.3349880387326025,1.1536659921147743,1.097029539007393
AF,2018,175126000,73,1.4335380460908822,1.1791899571733895,1.4649249281192913,1.2337018639671458,1.1526441299609043
AF,2019,98554000,65,1.6726774452297373,1.3104141116564947,1.6445757042259377,1.3736749521764693,1.2600511661869855
AF,2020,34615000,292,3.4787247863816804,2.2639157540339516,2.3436682658329837,2.0622720447167007,1.9398144527547698
AF,2021,33475000,252,4.266190491678202,2.507700689507595,2.5394889085624683,2.2149313166318834,2.0841898719758816
AF,2022,32912000,261,5.8511354892475795,2.731262946774405,2.899547656345993,2.4174770032645054,2.206333093227761
AF,2023,11475000,155,3.8106689632670787,2.4297536952793917,2.4487774898692454,2.162835656315261,2.037278034253628
AG,2015,3353000,15,1.3418214077858623,1.0976296603653848,1.3137694508012596,1.1294028093369124,1.0796456196962085
AG,2016,4923000,19,1.4157782765333564,1.1199661162584247,1.365108977819292,1.155227836000093,1.0965260416493123
AG,2017,5520000,33,1.6140960372283302,1.1747207424353534,1.5054249885659718,1.2233254750392404,1.139736128095222
AG,2018,4774000,67,1.8557901372219625,1.2174776016599225,1.6652034560227047,1.2845537681615253,1.1745862454763862
AG,2019,4032000,99,2.1539908502415135,1.2888944351270115,1.7765884984545586,1.3550140552142496,1.2231490337567545
AG,2020,2619000,75,2.3141695132457007,1.3113007228138978,1.887233850021465,1.3916760359759972,1.2413642230507307
AG,2021,2532000,15,1.4112031012499895,1.1191578294668911,1.3884681097492098,1.1572939475104163,1.096240242894128
AG,2022,3280000,21,1.5633576559466555,1.1604577974945913,1.5166719691385964,1.2127632014358136,1.129813223688082
AG,2023,2762000,20,1.5499679750187174,1.1579904156603922,1.4752919794806298,1.2030104116947957,1.1259794342089304
AG,2024,2763000,38,1.666706920531355,1.1789437645154426,1.6414133193077354,1.2466680060929765,1.1462974580855962
AI,2015,328000,8,1.6783294676976697,1.2415639569773347,1.714610812717838,1.3211810141150986,1.1993900218883464
AI,2016,603000,9,1.6940502135769022,1.2480015651117373,1.587563942577567,1.2950684816686202,1.193366510442069
AI,2017,708000,66,2.9582036765340005,1.4612491910517187,2.1532663904637435,1.5579048509264823,1.3509111863958319
AI,2018,576000,8,1.7755202998172108,1.2769160899986913,1.7548343405567712,1.3529844688221555,1.2225400175301624
AI,2019,586000,8,2.0694842559278848,1.399069449084524,1.9061315690135845,1.4690380074078164,1.3072573928189135
AI,2020,1655000,20,1.773096206911067,1.227383349233755,1.6150020963150002,1.277762452021998,1.175664424672106
AI,2021,1262000,14,1.62963635822806,1.1966489345715745,1.6032608360583698,1.2579159690055022,1.1588873480472166
AI,2022,588000,12,1.9924787713749628,1.3404463191849016,1.9359911663537257,1.4369039404477792,1.273026709778997
AI,2023,629000,11,1.9487752914314733,1.327596447134856,1.8496014397550118,1.4080362475445551,1.259302080988434
AI,2024,696000,10,2.0691728840725063,1.4010180472003702,2.070305397331715,1.5266026771228007,1.3302633603262446
AL,2015,60151000,88,3.6086933833040256,2.286132787931178,2.517025866354077,2.160536748767127,1.9411133878984508
AL,2016,109602000,95,3.755288658704112,2.4511171320914507,2.5701158999308302,2.2506227079632475,2.0595856611224046
AL,2017,120351000,122,4.045175655339575,2.652481100937608,2.672831954111735,2.369608579579241,2.1902647486860207
AL,2018,129100000,120,3.9634093153982124,2.6493293956468733,2.645249881391885,2.3603570690897753,2.19362235403141
AL,2019,129025000,122,3.823119234875951,2.5773570251212656,2.5806477314316214,2.3059584559714885,2.1533920234503836
AL,2020,135515000,134,3.4896555672422034,2.450162643051107,2.469478644861796,2.2176529958279967,2.0925004012814052
AL,2021,121734000,114,3.480968388190012,2.440236777598851,2.46971503592231,2.214342729843506,2.081375401614117
AL,2022,102891000,121,3.4995336039782625,2.4195625670045233,2.4868977631501847,2.2119499336491555,2.0656209275303867
